timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
307,1846,750,494,6,212,282,29191,0.9169446
308,1854,750,492,8,215,277,29293,0.9172917
309,1859,750,495,5,215,280,29410,0.9172425
310,1866,750,493,7,215,278,29523,0.9161617
311,1871,750,495,5,216,279,29631,0.9169812
312,1874,750,497,3,219,278,29744,0.9164408
313,1882,750,492,8,218,274,29867,0.9165188
314,1887,750,495,5,222,273,29966,0.9175175
315,1892,750,495,5,222,273,30069,0.9174968
316,1896,750,496,4,220,276,30174,0.9166089
317,1901,750,495,5,219,276,30284,0.9167239
318,1909,750,492,8,219,273,30394,0.9162176
319,1917,750,492,8,221,271,30503,0.916972
320,1922,750,495,5,225,270,30584,0.9166131
321,1929,750,493,7,222,271,30700,0.9171495
322,1936,750,493,7,221,272,30801,0.9162156
323,1939,750,497,3,223,274,30909,0.91675
324,1944,750,495,5,220,275,31021,0.9164359
325,1946,750,498,2,220,278,31124,0.9168078
326,1953,750,493,7,214,279,31227,0.9167064
327,1958,750,495,5,214,281,31331,0.9167724
328,1963,750,495,5,206,289,31436,0.9167617
329,1969,750,494,6,203,291,31548,0.9162705
330,1975,750,494,6,205,289,31636,0.9169251
331,1980,750,495,5,202,293,31731,0.9170889
332,1988,750,492,8,201,291,31826,0.9162684
333,1991,750,497,3,203,294,31907,0.9168573
334,1998,750,493,7,201,292,32006,0.9165018
335,2003,750,495,5,199,296,32105,0.9163839
336,2007,750,496,4,193,303,32190,0.916276
337,2011,750,496,4,188,308,32283,0.9166256
338,2019,750,492,8,187,305,32368,0.9169991
339,2030,750,489,11,188,301,32454,0.9168839
340,2036,750,494,6,194,300,32528,0.9170014
341,2042,750,494,6,196,298,32630,0.916389
342,2048,750,494,6,194,300,32714,0.9168368
343,2056,750,492,8,195,297,32800,0.9168126
344,2066,750,490,10,196,294,32870,0.9167073
345,2072,750,494,6,199,295,32951,0.9164037
346,2077,750,495,5,201,294,33028,0.9169108
347,2084,750,493,7,198,295,33101,0.9163299
348,2090,750,494,6,199,295,33191,0.9171848
349,2094,750,496,4,201,295,33280,0.9162972
350,2100,750,494,6,199,295,33370,0.9172266
351,2105,750,495,5,194,301,33446,0.9166425
352,2111,750,494,6,192,302,33537,0.9163047
353,2120,750,491,9,193,298,33622,0.9169953
354,2129,750,491,9,198,293,33697,0.916378
355,2136,750,493,7,201,292,33781,0.9164552
356,2144,750,492,8,202,290,33855,0.9163724
357,2151,750,493,7,207,286,33938,0.9168284
358,2161,750,490,10,207,283,34028,0.9166948
359,2169,750,492,8,211,281,34107,0.9170904
360,2172,750,497,3,210,287,34178,0.9169915
361,2179,750,493,7,209,284,34257,0.9165187
362,2190,750,489,11,207,282,34336,0.9164465
363,2202,750,488,12,213,275,34404,0.9164469
364,2209,750,493,7,212,281,34472,0.9169219
365,2213,750,496,4,209,287,34550,0.9162595
366,2218,750,495,5,204,291,34625,0.917241
367,2222,750,496,4,198,298,34706,0.9172832
368,2227,750,495,5,193,302,34783,0.9167241
369,2230,750,497,3,187,310,34873,0.9163518
370,2234,750,496,4,186,310,34981,0.917064
371,2239,750,495,5,186,309,35087,0.9171937
372,2243,750,496,4,188,308,35176,0.916278
373,2249,750,494,6,184,310,35281,0.9166052
374,2253,750,496,4,185,311,35370,0.9164927
375,2259,750,494,6,184,310,35462,0.9172539
376,2267,750,492,8,181,311,35552,0.9163322
377,2274,750,493,7,185,308,35633,0.9165314
378,2281,750,493,7,186,307,35729,0.9170693
379,2285,750,496,4,186,310,35837,0.916984
380,2291,750,494,6,183,311,35933,0.9170229
381,2296,750,495,5,183,312,36008,0.9172681
382,2303,750,493,7,178,315,36089,0.9172908
383,2308,750,495,5,180,315,36172,0.9164477
384,2313,750,495,5,177,318,36267,0.9162507
385,2321,750,492,8,176,316,36349,0.9164946
386,2328,750,493,7,180,313,36431,0.9164937
387,2337,750,491,9,180,311,36510,0.9166726
388,2343,750,494,6,181,313,36600,0.916762
389,2349,750,494,6,183,311,36691,0.9164888
390,2358,750,491,9,184,307,36768,0.9168521
391,2366,750,492,8,190,302,36852,0.9171312
392,2375,750,491,9,190,301,36945,0.9166704
393,2385,750,490,10,193,297,37028,0.9171152
394,2394,750,491,9,201,290,37124,0.9165376
395,2397,750,497,3,206,291,37207,0.9171304
396,2406,750,491,9,205,286,37315,0.9171696
397,2412,750,494,6,211,283,37400,0.917031
398,2417,750,495,5,212,283,37494,0.9162503
399,2423,750,494,6,213,281,37585,0.9169029
400,2425,750,498,2,214,284,37687,0.9163811
401,2434,750,491,9,211,280,37784,0.9165967
402,2437,750,497,3,214,283,37873,0.9169791
403,2445,750,492,8,215,277,37970,0.9162638
404,2450,750,495,5,216,279,38067,0.9166547
405,2453,750,497,3,214,283,38151,0.9162666
406,2456,750,497,3,211,286,38244,0.9165429
407,2465,750,491,9,209,282,38347,0.9167233
408,2468,750,497,3,211,286,38426,0.9167076
409,2476,750,492,8,204,288,38519,0.9169928
410,2483,750,493,7,203,290,38616,0.9165016
411,2492,750,491,9,201,290,38721,0.9163797
412,2494,750,498,2,207,291,38810,0.9170878
413,2504,750,490,10,202,288,38889,0.916695
414,2510,750,494,6,211,283,39001,0.9168207
415,2514,750,496,4,209,287,39107,0.9172536
416,2522,750,492,8,205,287,39205,0.9167165
417,2525,750,497,3,203,294,39317,0.9167217
418,2530,750,495,5,197,298,39420,0.9166961
419,2539,750,491,9,198,293,39514,0.9168508
420,2542,750,497,3,202,295,39605,0.9168062
421,2549,750,493,7,192,301,39701,0.916404
422,2558,750,491,9,194,297,39795,0.9171004
423,2562,750,496,4,197,299,39883,0.9167992
424,2567,750,495,5,194,301,39984,0.9169319
425,2568,750,499,1,188,311,40090,0.9193377
426,2575,750,493,7,183,310,40188,0.9169601
427,2582,750,493,7,188,305,40283,0.916288
428,2585,750,497,3,190,307,40380,0.9168586
429,2588,750,497,3,187,310,40484,0.9170837
430,2593,750,495,5,182,313,40570,0.9166897
431,2601,750,492,8,179,313,40666,0.9172796
432,2603,750,498,2,179,319,40756,0.9167193
433,2608,750,495,5,176,319,40864,0.9167488
434,2618,750,490,10,177,313,40944,0.91694
435,2628,750,490,10,179,311,41012,0.9165275
436,2636,750,492,8,182,310,41094,0.9173
437,2641,750,495,5,186,309,41184,0.9169729
438,2649,750,492,8,184,308,41276,0.9168186
439,2656,750,493,7,190,303,41358,0.9185657
440,2662,750,494,6,189,305,41443,0.9169087
441,2665,750,497,3,191,306,41530,0.9162998
442,2672,750,493,7,191,302,41624,0.9164523
443,2677,750,495,5,191,304,41698,0.9171231
444,2683,750,494,6,187,307,41785,0.9173192
445,2687,750,496,4,185,311,41887,0.916808
446,2692,750,495,5,187,308,41970,0.9168927
447,2700,750,492,8,190,302,42057,0.917312
448,2702,750,498,2,191,307,42143,0.917115
449,2708,750,494,6,187,307,42220,0.9166208
450,2712,750,496,4,186,310,42308,0.9167073
451,2722,750,490,10,180,310,42392,0.9166571
452,2727,750,495,5,181,314,42479,0.9170171
453,2735,750,492,8,182,310,42553,0.9167629
454,2740,750,495,5,181,314,42643,0.916562
455,2742,750,498,2,178,320,42731,0.916951
456,2754,750,488,12,174,314,42817,0.9166661
457,2758,750,496,4,178,318,42920,0.9162485
458,2764,750,494,6,177,317,43024,0.916609
459,2773,750,491,9,177,314,43100,0.9166355
460,2777,750,496,4,179,317,43171,0.9172271
461,2784,750,493,7,179,314,43259,0.9167877
462,2796,750,488,12,177,311,43342,0.9164464
463,2805,750,491,9,184,307,43428,0.9163846
464,2808,750,497,3,183,314,43516,0.9171794
465,2815,750,493,7,180,313,43609,0.9165233
466,2819,750,496,4,180,316,43701,0.9169172
467,2826,750,493,7,176,317,43794,0.9165099
468,2828,750,498,2,180,318,43907,0.9162762
469,2830,750,498,2,174,324,44001,0.9168498
470,2838,750,492,8,172,320,44105,0.9163071
471,2844,750,494,6,174,320,44224,0.9170228
472,2849,750,495,5,174,321,44333,0.9171454
473,2857,750,492,8,177,315,44425,0.9169829
474,2862,750,495,5,180,315,44521,0.9172516
475,2873,750,489,11,182,307,44618,0.9166063
476,2880,750,493,7,187,306,44728,0.9167157
477,2884,750,496,4,188,308,44840,0.9163575
478,2893,750,491,9,187,304,44941,0.916447
479,2900,750,493,7,192,301,45037,0.9166492
480,2904,750,496,4,192,304,45128,0.916596
481,2909,750,495,5,194,301,45236,0.9162662
482,2916,750,493,7,195,298,45340,0.9169373
483,2922,750,494,6,199,295,45429,0.9167874
484,2930,750,492,8,198,294,45543,0.916708
485,2943,750,487,13,202,285,45653,0.9163813
486,2950,750,493,7,211,282,45752,0.9165963
487,2960,750,490,10,212,278,45865,0.9168891
488,2966,750,494,6,214,280,45970,0.9171587
489,2974,750,492,8,215,277,46062,0.9167103
490,2982,750,492,8,217,275,46166,0.9162805
491,2989,750,493,7,218,275,46248,0.9171443
492,2994,750,495,5,216,279,46334,0.9170735
493,3001,750,493,7,214,279,46430,0.9168603
494,3007,750,494,6,215,279,46515,0.9170833
495,3013,750,494,6,213,281,46608,0.9170933
496,3018,750,495,5,211,284,46683,0.9171562
497,3023,750,495,5,211,284,46764,0.9167843
498,3027,750,496,4,208,288,46845,0.9163735
499,3032,750,495,5,203,292,46931,0.9169895
500,3038,750,494,6,203,291,47003,0.9167703
501,3044,750,494,6,204,290,47080,0.9164008
502,3053,750,491,9,206,285,47164,0.9170837
503,3057,750,496,4,209,287,47229,0.9166132
504,3060,750,497,3,206,291,47331,0.9167144
505,3064,750,496,4,203,293,47412,0.9170153
506,3066,750,498,2,199,299,47513,0.9166042
507,3078,750,488,12,197,291,47592,0.917191
508,3087,750,491,9,201,290,47681,0.916788
509,3095,750,492,8,200,292,47778,0.9170876
510,3103,750,492,8,200,292,47856,0.9165019
511,3106,750,497,3,204,293,47943,0.9171338
512,3111,750,495,5,201,294,48042,0.9169333
513,3115,750,496,4,199,297,48137,0.9169703
514,3123,750,492,8,196,296,48225,0.9164846
515,3135,750,488,12,197,291,48314,0.9171804
516,3143,750,492,8,201,291,48396,0.9170891
517,3148,750,495,5,201,294,48481,0.9171592
518,3153,750,495,5,198,297,48564,0.9163046
519,3162,750,491,9,197,294,48654,0.917136
520,3162,750,500,0,201,299,48764,0.9168774
521,3169,750,493,7,197,296,48868,0.9173323
522,3174,750,495,5,197,298,48963,0.9174136
523,3181,750,493,7,191,302,49036,0.917102
524,3185,750,496,4,191,305,49122,0.9167742
525,3194,750,491,9,188,303,49193,0.9175436
526,3202,750,492,8,191,301,49266,0.9165231
527,3212,750,490,10,190,300,49336,0.9171803
528,3218,750,494,6,193,301,49418,0.9165236
529,3221,750,497,3,190,307,49497,0.9168018
530,3227,750,494,6,190,304,49591,0.916425
531,3239,750,488,12,190,298,49665,0.9168039
532,3245,750,494,6,196,298,49731,0.9167985
533,3251,750,494,6,198,296,49810,0.9168071
534,3259,750,492,8,195,297,49882,0.9162609
535,3266,750,493,7,190,303,49970,0.9165032
536,3275,750,491,9,193,298,50057,0.9173084
537,3279,750,496,4,195,301,50136,0.9164576
538,3289,750,490,10,196,294,50213,0.916611
539,3293,750,496,4,197,299,50307,0.9162926
540,3302,750,491,9,192,299,50392,0.9166721
541,3307,750,495,5,196,299,50484,0.916391
542,3314,750,493,7,192,301,50568,0.9169716
543,3323,750,491,9,194,297,50647,0.9168626
544,3330,750,493,7,197,296,50722,0.9165667
545,3335,750,495,5,201,294,50800,0.9164143
546,3342,750,493,7,197,296,50885,0.917117
547,3349,750,493,7,202,291,50967,0.9165954
548,3357,750,492,8,202,290,51045,0.9172638
549,3368,750,489,11,204,285,51126,0.9168087
550,3379,750,489,11,211,278,51194,0.9163609
551,3382,750,497,3,220,277,51261,0.9170588
552,3386,750,496,4,219,277,51319,0.9164773
553,3393,750,493,7,218,275,51393,0.9165385
554,3399,750,494,6,219,275,51472,0.9164651
555,3404,750,495,5,215,280,51553,0.9164521
556,3411,750,493,7,210,283,51639,0.916598
557,3414,750,497,3,210,287,51720,0.9164522
558,3422,750,492,8,208,284,51799,0.9167577
559,3427,750,495,5,206,289,51888,0.9176857
560,3434,750,493,7,203,290,51965,0.9164158
561,3439,750,495,5,202,293,52056,0.9164495
562,3444,750,495,5,201,294,52146,0.9169891
563,3448,750,496,4,197,299,52216,0.9166188
564,3450,750,498,2,192,306,52280,0.9163173
565,3457,750,493,7,190,303,52350,0.916293
566,3461,750,496,4,191,305,52431,0.9166456
567,3463,750,498,2,187,311,52514,0.9165977
568,3469,750,494,6,183,311,52583,0.9166097
569,3477,750,492,8,187,305,52666,0.9171573
570,3480,750,497,3,191,306,52742,0.9171734
571,3485,750,495,5,189,306,52822,0.9170137
572,3487,750,498,2,189,309,52906,0.9163031
573,3490,750,497,3,184,313,52981,0.9169608
574,3496,750,494,6,183,311,53062,0.9165809
575,3508,750,488,12,181,307,53140,0.9165266
576,3512,750,496,4,185,311,53220,0.9170865
577,3523,750,489,11,180,309,53308,0.916858
578,3529,750,494,6,186,308,53394,0.9172739
579,3534,750,495,5,186,309,53483,0.9175187
580,3540,750,494,6,185,309,53570,0.9171586
581,3546,750,494,6,183,311,53668,0.9169172
582,3558,750,488,12,177,311,53759,0.9167824
583,3566,750,492,8,185,307,53842,0.9163755
584,3573,750,493,7,187,306,53921,0.9169582
585,3580,750,493,7,188,305,54002,0.9165082
586,3585,750,495,5,187,308,54069,0.9164852
587,3590,750,495,5,181,314,54152,0.9169342
588,3600,750,490,10,177,313,54235,0.9164866
