timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
139,793,750,497,3,194,303,11729,0.9171489
140,797,750,496,4,191,305,11820,0.9167152
141,803,750,494,6,188,306,11923,0.9169343
142,808,750,495,5,193,302,12026,0.9167674
143,821,750,487,13,192,295,12114,0.9167849
144,824,750,497,3,199,298,12221,0.9169702
145,828,750,496,4,192,304,12322,0.9166445
146,838,750,490,10,188,302,12427,0.9170863
147,844,750,494,6,193,301,12523,0.9168537
148,849,750,495,5,189,306,12620,0.9168924
149,860,750,489,11,190,299,12702,0.9168552
150,866,750,494,6,191,303,12791,0.9169255
151,868,750,498,2,191,307,12885,0.9169806
152,875,750,493,7,190,303,12979,0.9171124
153,882,750,493,7,192,301,13068,0.9170009
154,889,750,493,7,196,297,13152,0.91715
155,893,750,496,4,195,301,13253,0.9171306
156,900,750,493,7,193,300,13361,0.9170768
157,904,750,496,4,194,302,13454,0.9169812
158,908,750,496,4,194,302,13554,0.9170312
159,914,750,494,6,195,299,13648,0.9166621
160,919,750,495,5,197,298,13737,0.9169752
161,930,750,489,11,194,295,13832,0.9168043
162,934,750,496,4,198,298,13924,0.9168979
163,943,750,491,9,197,294,14019,0.9169574
164,947,750,496,4,201,295,14094,0.9168281
165,958,750,489,11,199,290,14173,0.9172584
166,966,750,492,8,205,287,14273,0.9172277
167,973,750,493,7,208,285,14385,0.9168405
168,978,750,495,5,210,285,14475,0.9170388
169,982,750,496,4,208,288,14558,0.9170366
170,990,750,492,8,201,291,14651,0.9168966
171,1000,750,490,10,199,291,14742,0.9168062
172,1008,750,492,8,204,288,14828,0.9167947
173,1010,750,498,2,208,290,14925,0.9167978
174,1014,750,496,4,205,291,15022,0.9169115
175,1016,750,498,2,204,294,15125,0.9168821
176,1026,750,490,10,201,289,15216,0.9169896
177,1032,750,494,6,200,294,15303,0.9169975
178,1037,750,495,5,204,291,15388,0.9172805
179,1044,750,493,7,205,288,15475,0.9170114
180,1050,750,494,6,203,291,15572,0.916937
181,1059,750,491,9,200,291,15649,0.9175088
182,1065,750,494,6,201,293,15737,0.9170022
183,1068,750,497,3,202,295,15830,0.9171179
184,1076,750,492,8,200,292,15943,0.917024
185,1087,750,489,11,202,287,16041,0.9172072
186,1093,750,494,6,207,287,16130,0.9171301
187,1099,750,494,6,206,288,16222,0.9169875
188,1104,750,495,5,208,287,16301,0.9169374
189,1112,750,492,8,207,285,16395,0.9171189
190,1120,750,492,8,207,285,16497,0.9170913
191,1128,750,492,8,206,286,16574,0.9170146
192,1133,750,495,5,210,285,16660,0.9174251
193,1138,750,495,5,210,285,16748,0.9172653
194,1143,750,495,5,212,283,16843,0.9168236
195,1145,750,498,2,214,284,16944,0.9169428
196,1150,750,495,5,209,286,17047,0.91688
197,1158,750,492,8,209,283,17137,0.9165974
198,1163,750,495,5,211,284,17226,0.917912
199,1173,750,490,10,209,281,17318,0.9168974
200,1179,750,494,6,210,284,17400,0.9170364
201,1183,750,496,4,210,286,17489,0.9168622
202,1184,750,499,1,210,289,17582,0.9169882
203,1191,750,493,7,206,287,17679,0.9173046
204,1195,750,496,4,205,291,17758,0.9167977
205,1199,750,496,4,203,293,17847,0.9177057
206,1207,750,492,8,197,295,17934,0.9174345
207,1208,750,499,1,200,299,18020,0.9172255
208,1214,750,494,6,199,295,18116,0.9171255
209,1220,750,494,6,200,294,18206,0.9165191
210,1227,750,493,7,200,293,18288,0.9164951
211,1235,750,492,8,200,292,18364,0.9167762
212,1245,750,490,10,206,284,18447,0.9170703
213,1251,750,494,6,209,285,18531,0.9171772
214,1259,750,492,8,208,284,18622,0.9171392
215,1265,750,494,6,207,287,18703,0.9165938
216,1267,750,498,2,205,293,18802,0.9169492
217,1273,750,494,6,202,292,18890,0.917214
218,1278,750,495,5,205,290,18962,0.9175229
219,1285,750,493,7,202,291,19047,0.9169864
220,1291,750,494,6,199,295,19129,0.9168515
221,1296,750,495,5,197,298,19191,0.9169734
222,1305,750,491,9,195,296,19271,0.9167788
223,1312,750,493,7,198,295,19350,0.9171581
224,1319,750,493,7,198,295,19433,0.9174459
225,1324,750,495,5,199,296,19524,0.9173079
226,1330,750,494,6,195,299,19596,0.9170943
227,1337,750,493,7,197,296,19674,0.91671
228,1338,750,499,1,199,300,19755,0.9169128
229,1348,750,490,10,191,299,19823,0.9165033
230,1349,750,499,1,189,310,19899,0.9169789
231,1356,750,493,7,184,309,19999,0.9172313
232,1360,750,496,4,183,313,20097,0.9170238
233,1364,750,496,4,177,319,20197,0.9165136
234,1370,750,494,6,173,321,20288,0.9168133
235,1376,750,494,6,171,323,20376,0.9170027
236,1380,750,496,4,174,322,20466,0.9168259
237,1386,750,494,6,173,321,20538,0.9171643
238,1393,750,493,7,174,319,20607,0.9174412
239,1399,750,494,6,178,316,20687,0.916958
240,1402,750,497,3,175,322,20758,0.9168113
241,1411,750,491,9,174,317,20832,0.91698
242,1418,750,493,7,181,312,20916,0.9172179
243,1424,750,494,6,180,314,20993,0.9168331
244,1432,750,492,8,176,316,21070,0.916618
245,1439,750,493,7,181,312,21141,0.9165707
246,1447,750,492,8,182,310,21211,0.9167677
247,1459,750,488,12,182,306,21298,0.9170079
248,1464,750,495,5,186,309,21392,0.9170033
249,1468,750,496,4,185,311,21466,0.9167429
250,1473,750,495,5,185,310,21548,0.917135
251,1480,750,493,7,183,310,21631,0.9171168
252,1486,750,494,6,184,310,21717,0.9170553
253,1490,750,496,4,185,311,21799,0.9170545
254,1496,750,494,6,181,313,21871,0.9169163
255,1506,750,490,10,183,307,21971,0.9168007
256,1511,750,495,5,186,309,22060,0.9170795
257,1517,750,494,6,189,305,22139,0.9178347
258,1523,750,494,6,190,304,22227,0.9167965
259,1530,750,493,7,192,301,22334,0.9172069
260,1537,750,493,7,194,299,22415,0.9170571
261,1543,750,494,6,192,302,22510,0.9169586
262,1547,750,496,4,192,304,22600,0.9168364
263,1556,750,491,9,187,304,22693,0.9168352
264,1561,750,495,5,187,308,22775,0.9167181
265,1569,750,492,8,186,306,22871,0.9167789
266,1574,750,495,5,188,307,22959,0.9167703
267,1579,750,495,5,187,308,23039,0.9168042
268,1587,750,492,8,188,304,23129,0.9169099
269,1591,750,496,4,193,303,23224,0.916882
270,1597,750,494,6,192,302,23332,0.9171603
271,1603,750,494,6,192,302,23427,0.9168036
272,1610,750,493,7,191,302,23522,0.9168884
273,1615,750,495,5,195,300,23615,0.9170019
274,1618,750,497,3,195,302,23720,0.9169305
275,1623,750,495,5,188,307,23821,0.9168347
276,1628,750,495,5,189,306,23914,0.9168365
277,1629,750,499,1,190,309,24016,0.9171466
278,1634,750,495,5,183,312,24116,0.9168684
279,1642,750,492,8,180,312,24231,0.9170005
280,1649,750,493,7,184,309,24321,0.9169123
281,1658,750,491,9,189,302,24423,0.9169858
282,1665,750,493,7,194,299,24512,0.9168653
283,1670,750,495,5,196,299,24613,0.9170242
284,1676,750,494,6,198,296,24714,0.9168358
285,1681,750,495,5,202,293,24799,0.9170882
286,1685,750,496,4,206,290,24884,0.9168033
287,1691,750,494,6,199,295,24981,0.9169298
288,1698,750,493,7,199,294,25075,0.9171174
289,1704,750,494,6,202,292,25167,0.9168137
290,1708,750,496,4,206,290,25256,0.9172243
291,1725,750,483,17,203,280,25357,0.9169582
292,1730,750,495,5,214,281,25447,0.9173068
293,1736,750,494,6,214,280,25538,0.9171324
294,1744,750,492,8,212,280,25630,0.9169285
295,1750,750,494,6,214,280,25709,0.91692
296,1754,750,496,4,216,280,25796,0.9169306
297,1765,750,489,11,213,276,25899,0.9169833
298,1771,750,494,6,217,277,25982,0.9171842
299,1777,750,494,6,216,278,26080,0.9171195
300,1781,750,496,4,215,281,26177,0.9170479
301,1794,750,487,13,211,276,26257,0.9171562
302,1798,750,496,4,216,280,26324,0.9173386
303,1802,750,496,4,213,283,26409,0.9169687
304,1808,750,494,6,214,280,26502,0.9171996
305,1818,750,490,10,214,276,26581,0.9169929
306,1825,750,493,7,221,272,26675,0.9172363
307,1830,750,495,5,218,277,26766,0.9170338
308,1836,750,494,6,217,277,26856,0.9173045
309,1845,750,491,9,214,277,26939,0.917061
310,1854,750,491,9,215,276,27019,0.9171027
311,1863,750,491,9,219,272,27113,0.9168564
312,1866,750,497,3,222,275,27194,0.9168945
313,1870,750,496,4,219,277,27291,0.9171181
314,1876,750,494,6,214,280,27370,0.9172087
315,1883,750,493,7,215,278,27440,0.9170727
316,1886,750,497,3,211,286,27511,0.9169501
317,1888,750,498,2,209,289,27593,0.917197
318,1893,750,495,5,201,294,27693,0.9169012
319,1900,750,493,7,199,294,27778,0.9169613
320,1906,750,494,6,202,292,27855,0.9170771
321,1917,750,489,11,199,290,27927,0.9171372
322,1924,750,493,7,203,290,28012,0.9171092
323,1928,750,496,4,199,297,28086,0.9167927
324,1932,750,496,4,199,297,28159,0.9170856
325,1939,750,493,7,195,298,28240,0.9172548
326,1943,750,496,4,196,300,28316,0.9171481
327,1953,750,490,10,198,292,28397,0.9173034
328,1961,750,492,8,201,291,28469,0.9174058
329,1969,750,492,8,204,288,28555,0.9172364
330,1973,750,496,4,208,288,28644,0.9171328
331,1986,750,487,13,207,280,28741,0.9172245
332,1994,750,492,8,218,274,28814,0.91717
333,1996,750,498,2,222,276,28896,0.9169841
334,2003,750,493,7,217,276,28963,0.9169128
335,2008,750,495,5,215,280,29045,0.9168734
336,2016,750,492,8,214,278,29139,0.9175013
337,2021,750,495,5,213,282,29218,0.9170259
338,2026,750,495,5,210,285,29292,0.9170198
339,2031,750,495,5,208,287,29377,0.9173114
340,2035,750,496,4,207,289,29465,0.9169643
341,2043,750,492,8,205,287,29558,0.9169279
342,2046,750,497,3,205,292,29662,0.9170128
343,2052,750,494,6,202,292,29768,0.9170067
344,2060,750,492,8,203,289,29848,0.9169832
345,2071,750,489,11,204,285,29920,0.9168886
346,2082,750,489,11,210,279,29998,0.9167081
347,2088,750,494,6,210,284,30084,0.9171831
348,2091,750,497,3,204,293,30172,0.9173325
349,2101,750,490,10,199,291,30259,0.9167805
350,2105,750,496,4,204,292,30328,0.9170419
351,2112,750,493,7,197,296,30405,0.9168883
352,2114,750,498,2,200,298,30476,0.9170037
353,2119,750,495,5,195,300,30562,0.9168626
354,2121,750,498,2,195,303,30650,0.9169466
355,2127,750,494,6,189,305,30728,0.9168582
356,2135,750,492,8,190,302,30802,0.9168612
357,2142,750,493,7,191,302,30889,0.9167321
358,2147,750,495,5,184,311,30973,0.9167459
359,2152,750,495,5,183,312,31050,0.9169112
360,2159,750,493,7,177,316,31128,0.9171265
361,2163,750,496,4,181,315,31206,0.9170283
362,2168,750,495,5,178,317,31281,0.9165917
363,2178,750,490,10,178,312,31374,0.9167789
364,2185,750,493,7,185,308,31460,0.9168936
365,2193,750,492,8,190,302,31545,0.9168726
366,2197,750,496,4,193,303,31645,0.916806
367,2205,750,492,8,192,300,31720,0.9173563
368,2212,750,493,7,198,295,31785,0.9173381
369,2216,750,496,4,196,300,31854,0.9168504
370,2227,750,489,11,192,297,31932,0.9169566
371,2232,750,495,5,197,298,31999,0.9170329
372,2239,750,493,7,194,299,32091,0.9170757
373,2245,750,494,6,194,300,32178,0.917648
374,2248,750,497,3,196,301,32261,0.9167752
375,2254,750,494,6,195,299,32329,0.9170511
376,2260,750,494,6,196,298,32412,0.917233
377,2268,750,492,8,195,297,32489,0.9172952
378,2273,750,495,5,193,302,32572,0.9167796
379,2281,750,492,8,187,305,32650,0.9170741
380,2285,750,496,4,185,311,32735,0.9170963
381,2290,750,495,5,178,317,32813,0.9168833
382,2294,750,496,4,178,318,32901,0.9170275
383,2298,750,496,4,175,321,32982,0.9169266
384,2303,750,495,5,175,320,33069,0.9172453
385,2310,750,493,7,174,319,33156,0.9170286
386,2317,750,493,7,179,314,33243,0.916973
387,2322,750,495,5,180,315,33330,0.9170332
388,2325,750,497,3,177,320,33411,0.9175857
389,2332,750,493,7,173,320,33496,0.916958
390,2340,750,492,8,174,318,33581,0.916817
391,2354,750,486,14,179,307,33666,0.917161
392,2359,750,495,5,188,307,33733,0.9170397
393,2366,750,493,7,185,308,33825,0.9169001
394,2372,750,494,6,188,306,33909,0.9171644
395,2377,750,495,5,190,305,33995,0.9169836
396,2382,750,495,5,189,306,34081,0.9170714
397,2390,750,492,8,188,304,34156,0.9169959
398,2394,750,496,4,191,305,34230,0.9170126
399,2404,750,490,10,192,298,34327,0.9172048
400,2406,750,498,2,195,303,34418,0.9169639
401,2411,750,495,5,192,303,34499,0.9169359
402,2415,750,496,4,191,305,34580,0.9169627
403,2421,750,494,6,190,304,34668,0.9173812
404,2429,750,492,8,194,298,34754,0.9173266
405,2433,750,496,4,198,298,34860,0.9171943
406,2436,750,497,3,195,302,34948,0.9168771
407,2446,750,490,10,195,295,35026,0.9171756
408,2449,750,497,3,199,298,35114,0.9166614
409,2456,750,493,7,195,298,35187,0.9172628
410,2460,750,496,4,197,299,35272,0.9178351
411,2473,750,487,13,190,297,35352,0.9169723
412,2477,750,496,4,195,301,35446,0.916909
413,2484,750,493,7,196,297,35535,0.9169441
414,2491,750,493,7,196,297,35622,0.9169317
415,2494,750,497,3,198,299,35711,0.9170511
416,2503,750,491,9,192,299,35797,0.9170965
417,2509,750,494,6,196,298,35878,0.9170519
418,2515,750,494,6,201,293,35958,0.9170225
419,2525,750,490,10,197,293,36048,0.9170484
420,2533,750,492,8,198,294,36144,0.9170656
421,2540,750,493,7,199,294,36230,0.9173171
422,2545,750,495,5,198,297,36308,0.9169907
423,2550,750,495,5,196,299,36405,0.9174457
424,2555,750,495,5,195,300,36492,0.9170482
425,2559,750,496,4,192,304,36592,0.9169745
426,2569,750,490,10,192,298,36679,0.9171279
427,2575,750,494,6,198,296,36774,0.9172191
428,2580,750,495,5,195,300,36877,0.9171276
429,2584,750,496,4,195,301,36970,0.9170362
430,2589,750,495,5,195,300,37058,0.9170404
431,2593,750,496,4,195,301,37141,0.9168382
432,2599,750,494,6,194,300,37221,0.9168658
433,2604,750,495,5,192,303,37312,0.9168411
434,2612,750,492,8,194,298,37403,0.9171361
435,2616,750,496,4,201,295,37504,0.9169352
436,2618,750,498,2,200,298,37597,0.9170258
437,2623,750,495,5,197,298,37690,0.9169025
438,2631,750,492,8,197,295,37779,0.9168213
439,2639,750,492,8,201,291,37863,0.9169106
440,2648,750,491,9,202,289,37943,0.9169302
441,2655,750,493,7,197,296,38021,0.9168807
442,2664,750,491,9,196,295,38107,0.9174132
443,2672,750,492,8,197,295,38192,0.9170572
444,2678,750,494,6,197,297,38271,0.9169542
445,2686,750,492,8,198,294,38360,0.9169293
446,2695,750,491,9,202,289,38443,0.9167616
447,2703,750,492,8,203,289,38523,0.9173902
448,2706,750,497,3,206,291,38608,0.9169125
449,2708,750,498,2,199,299,38687,0.9168632
450,2712,750,496,4,194,302,38780,0.9169967
451,2720,750,492,8,190,302,38864,0.9167456
452,2726,750,494,6,190,304,38934,0.9169168
453,2728,750,498,2,191,307,39015,0.9176178
454,2734,750,494,6,191,303,39118,0.9169087
455,2739,750,495,5,192,303,39202,0.9173014
456,2746,750,493,7,191,302,39291,0.9173972
457,2752,750,494,6,193,301,39395,0.9169306
458,2758,750,494,6,190,304,39495,0.9168225
459,2768,750,490,10,187,303,39574,0.9170708
460,2773,750,495,5,193,302,39667,0.9168571
461,2779,750,494,6,193,301,39770,0.9169474
462,2784,750,495,5,194,301,39850,0.9170386
463,2790,750,494,6,195,299,39944,0.917132
464,2799,750,491,9,195,296,40031,0.9172068
465,2807,750,492,8,200,292,40124,0.9172679
466,2810,750,497,3,204,293,40223,0.9173479
467,2817,750,493,7,200,293,40341,0.9170638
468,2818,750,499,1,199,300,40451,0.9171825
469,2822,750,496,4,197,299,40551,0.9171058
470,2826,750,496,4,198,298,40657,0.9171325
471,2832,750,494,6,198,296,40764,0.9168838
472,2836,750,496,4,201,295,40859,0.9169948
473,2842,750,494,6,195,299,40949,0.9170957
474,2847,750,495,5,196,299,41029,0.9171255
475,2852,750,495,5,194,301,41117,0.9195728
476,2860,750,492,8,191,301,41220,0.9168893
477,2863,750,497,3,194,303,41323,0.9166202
478,2868,750,495,5,189,306,41423,0.9170442
479,2872,750,496,4,190,306,41514,0.9170322
480,2879,750,493,7,190,303,41610,0.9170683
481,2886,750,493,7,188,305,41699,0.9172886
482,2891,750,495,5,191,304,41787,0.9170913
483,2899,750,492,8,188,304,41873,0.9170741
484,2901,750,498,2,191,307,41963,0.9170007
485,2905,750,496,4,189,307,42047,0.9171835
486,2913,750,492,8,185,307,42148,0.9173548
487,2919,750,494,6,188,306,42245,0.9173926
488,2922,750,497,3,191,306,42362,0.9172162
489,2929,750,493,7,190,303,42471,0.9174425
490,2934,750,495,5,188,307,42580,0.9172305
491,2936,750,498,2,188,310,42666,0.9169338
492,2942,750,494,6,183,311,42757,0.9171963
493,2953,750,489,11,185,304,42843,0.9171689
494,2961,750,492,8,191,301,42930,0.9170772
495,2968,750,493,7,192,301,43017,0.9171955
496,2974,750,494,6,191,303,43114,0.9170721
497,2983,750,491,9,193,298,43215,0.9171526
498,2989,750,494,6,197,297,43317,0.9169796
499,2995,750,494,6,201,293,43423,0.916932
500,3003,750,492,8,202,290,43523,0.9168916
501,3007,750,496,4,208,288,43634,0.9171157
502,3011,750,496,4,208,288,43740,0.9170525
503,3014,750,497,3,205,292,43860,0.9170194
504,3022,750,492,8,203,289,43961,0.9170005
505,3027,750,495,5,204,291,44053,0.9170294
506,3035,750,492,8,202,290,44143,0.9169078
507,3038,750,497,3,207,290,44241,0.9170664
508,3045,750,493,7,204,289,44340,0.9169979
509,3052,750,493,7,204,289,44428,0.9168727
510,3056,750,496,4,205,291,44515,0.9168461
511,3059,750,497,3,207,290,44600,0.9169462
512,3069,750,490,10,207,283,44700,0.9168956
513,3076,750,493,7,214,279,44791,0.9172883
514,3081,750,495,5,215,280,44874,0.9168854
515,3087,750,494,6,219,275,44965,0.9168993
516,3090,750,497,3,220,277,45062,0.916839
517,3097,750,493,7,218,275,45143,0.9168119
518,3098,750,499,1,216,283,45243,0.9168735
519,3105,750,493,7,212,281,45323,0.9168266
520,3108,750,497,3,211,286,45397,0.9169713
521,3117,750,491,9,206,285,45482,0.9169102
522,3128,750,489,11,211,278,45553,0.9169423
523,3136,750,492,8,218,274,45628,0.9168651
524,3141,750,495,5,217,278,45715,0.9168545
525,3151,750,490,10,216,274,45800,0.9168883
526,3158,750,493,7,216,277,45873,0.9169253
527,3166,750,492,8,217,275,45959,0.9172938
528,3167,750,499,1,212,287,46064,0.9168872
529,3173,750,494,6,209,285,46168,0.9170016
530,3177,750,496,4,205,291,46244,0.9169614
531,3181,750,496,4,202,294,46336,0.9168108
532,3188,750,493,7,203,290,46432,0.9169689
533,3198,750,490,10,203,287,46536,0.916787
534,3202,750,496,4,209,287,46636,0.9169485
535,3207,750,495,5,209,286,46712,0.9170217
536,3213,750,494,6,208,286,46798,0.9171375
537,3222,750,491,9,205,286,46891,0.9168931
538,3228,750,494,6,207,287,46970,0.9168264
539,3233,750,495,5,203,292,47054,0.9167538
540,3247,750,486,14,204,282,47137,0.9168582
541,3253,750,494,6,214,280,47233,0.9167025
542,3258,750,495,5,214,281,47329,0.9167598
543,3266,750,492,8,213,279,47427,0.9171896
544,3274,750,492,8,213,279,47518,0.9170092
545,3278,750,496,4,211,285,47599,0.9174745
546,3287,750,491,9,211,280,47695,0.9167205
547,3289,750,498,2,211,287,47787,0.9173402
548,3296,750,493,7,205,288,47868,0.9166542
549,3299,750,497,3,204,293,47957,0.9168573
550,3304,750,495,5,198,297,48044,0.9168314
551,3315,750,489,11,191,298,48127,0.9166285
552,3321,750,494,6,195,299,48213,0.9173396
553,3329,750,492,8,197,295,48305,0.9173376
554,3337,750,492,8,199,293,48402,0.9168457
555,3343,750,494,6,201,293,48494,0.9167874
556,3355,750,488,12,199,289,48580,0.9168567
557,3364,750,491,9,208,283,48667,0.9170539
558,3371,750,493,7,213,280,48754,0.9171163
559,3377,750,494,6,212,282,48848,0.9168819
560,3381,750,496,4,208,288,48948,0.9169477
561,3385,750,496,4,208,288,49051,0.9170936
562,3387,750,498,2,207,291,49149,0.9170023
563,3391,750,496,4,201,295,49235,0.9177858
564,3396,750,495,5,199,296,49324,0.9169826
565,3406,750,490,10,201,289,49412,0.9171235
566,3410,750,496,4,205,291,49500,0.9168608
567,3417,750,493,7,202,291,49611,0.9172361
568,3423,750,494,6,206,288,49702,0.9178036
569,3430,750,493,7,209,284,49805,0.9176318
570,3434,750,496,4,212,284,49897,0.9171035
571,3443,750,491,9,212,279,49979,0.9170737
572,3453,750,490,10,217,273,50069,0.9171937
573,3458,750,495,5,224,271,50160,0.9169955
574,3464,750,494,6,224,270,50251,0.9169679
575,3469,750,495,5,222,273,50324,0.9185167
576,3477,750,492,8,217,275,50406,0.9171049
577,3481,750,496,4,216,280,50486,0.9171603
578,3487,750,494,6,214,280,50580,0.9168093
579,3491,750,496,4,215,281,50669,0.9170934
580,3503,750,488,12,209,279,50744,0.9170335
581,3507,750,496,4,215,281,50828,0.917044
582,3511,750,496,4,214,282,50900,0.9168256
583,3519,750,492,8,211,281,50984,0.9169429
584,3524,750,495,5,211,284,51075,0.9172808
585,3529,750,495,5,208,287,51176,0.9165476
586,3538,750,491,9,205,286,51262,0.9169088
587,3543,750,495,5,202,293,51349,0.9170653
